Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-12-9,Trianon-Masp,-23.5634,-46.6544,42140,60,0,6,24,19,21,20,19,NORMAL
2019-12-26,Tatuapé,-23.5402,-46.5765,69024,47,47,65,4,6,43,33,13,NORMAL
2019-2-25,Brigadeiro,-23.5683,-46.6482,49249,34,19,33,20,17,43,39,34,NORMAL
2019-1-5,Trianon-Masp,-23.5634,-46.6544,45105,64,46,20,32,34,29,11,43,NORMAL
2019-1-12,Trianon-Masp,-23.5634,-46.6544,44082,86,65,38,9,3,10,23,15,NORMAL
2019-3-19,Brigadeiro,-23.5683,-46.6482,47732,57,7,65,40,6,30,25,28,REABASTECER
2018-1-26,República,-23.5436,-46.6434,110737,33,27,35,16,23,11,29,30,NORMAL
2018-2-5,República,-23.5436,-46.6434,109762,34,30,38,25,31,22,37,31,NORMAL
2019-4-7,Brigadeiro,-23.5683,-46.6482,46012,57,38,14,19,13,12,6,43,REABASTECER
2018-2-11,República,-23.5436,-46.6434,107719,66,55,65,5,11,3,14,7,NORMAL
2019-4-12,Brigadeiro,-23.5683,-46.6482,49757,11,11,48,9,36,36,25,16,REABASTECER
2018-2-25,República,-23.5436,-46.6434,107554,10,34,37,39,37,43,38,43,REABASTECER
2019-5-2,Brigadeiro,-23.5683,-46.6482,48545,71,3,30,15,33,23,32,26,REABASTECER
2019-3-13,Trianon-Masp,-23.5634,-46.6544,42669,86,25,12,35,25,26,10,37,NORMAL
2019-3-16,Trianon-Masp,-23.5634,-46.6544,44284,51,9,60,22,11,18,39,24,NORMAL
2019-3-29,Trianon-Masp,-23.5634,-46.6544,45874,0,59,41,19,37,26,30,11,NORMAL
2018-4-8,República,-23.5436,-46.6434,108848,16,32,8,6,31,43,41,43,NORMAL
2019-4-9,Trianon-Masp,-23.5634,-46.6544,41941,86,65,51,21,6,33,35,9,NORMAL
2019-4-11,Trianon-Masp,-23.5634,-46.6544,42217,66,54,41,17,38,25,24,3,REABASTECER
2019-6-10,Brigadeiro,-23.5683,-46.6482,48234,56,27,17,22,39,19,8,35,NORMAL
2019-4-22,Trianon-Masp,-23.5634,-46.6544,44229,47,41,25,19,39,39,22,43,NORMAL
2019-4-26,Trianon-Masp,-23.5634,-46.6544,45815,6,15,65,43,19,23,5,23,NORMAL
2019-6-30,Brigadeiro,-23.5683,-46.6482,48033,40,57,10,37,9,39,28,40,NORMAL
2019-7-2,Brigadeiro,-23.5683,-46.6482,47433,17,45,65,28,43,34,22,36,NORMAL
2019-5-9,Trianon-Masp,-23.5634,-46.6544,43116,63,46,22,15,6,16,40,6,REABASTECER
2019-7-11,Brigadeiro,-23.5683,-46.6482,49826,8,58,59,6,11,11,18,38,REABASTECER
2019-5-24,Trianon-Masp,-23.5634,-46.6544,43017,7,65,45,9,35,18,23,37,NORMAL
2019-5-26,Trianon-Masp,-23.5634,-46.6544,43929,78,55,29,43,31,12,19,26,NORMAL
2018-6-8,República,-23.5436,-46.6434,108827,16,13,54,25,20,5,41,15,REABASTECER
2019-6-5,Trianon-Masp,-23.5634,-46.6544,42931,86,61,23,16,41,33,21,32,NORMAL
2019-8-7,Brigadeiro,-23.5683,-46.6482,48916,19,34,14,10,28,23,39,25,NORMAL
2018-6-15,República,-23.5436,-46.6434,108042,34,30,8,5,31,23,15,31,REABASTECER
2019-9-3,Brigadeiro,-23.5683,-46.6482,49299,17,31,45,16,43,32,31,4,REABASTECER
2019-9-12,Brigadeiro,-23.5683,-46.6482,48150,13,36,42,19,7,42,43,13,NORMAL
2019-7-17,Trianon-Masp,-23.5634,-46.6544,42021,20,47,4,16,37,13,31,32,NORMAL
2018-7-23,República,-23.5436,-46.6434,107764,78,47,7,22,3,22,20,12,NORMAL
2019-9-24,Brigadeiro,-23.5683,-46.6482,48657,86,28,33,29,12,8,37,10,NORMAL
2018-8-2,República,-23.5436,-46.6434,107228,75,49,3,39,13,35,36,19,NORMAL
2019-9-30,Brigadeiro,-23.5683,-46.6482,49912,19,61,58,9,29,26,11,32,NORMAL
2018-8-10,República,-23.5436,-46.6434,107482,86,57,13,22,21,11,43,34,NORMAL
2019-8-7,Trianon-Masp,-23.5634,-46.6544,44125,74,50,61,43,40,40,27,39,NORMAL
2019-8-9,Trianon-Masp,-23.5634,-46.6544,44261,48,36,45,39,32,33,20,32,NORMAL
2018-8-15,República,-23.5436,-46.6434,107628,30,33,42,15,39,3,23,15,REABASTECER
2019-8-16,Trianon-Masp,-23.5634,-46.6544,42778,78,11,65,17,43,6,39,43,NORMAL
2018-8-20,República,-23.5436,-46.6434,108543,78,13,5,39,22,30,4,43,NORMAL
2019-8-21,Trianon-Masp,-23.5634,-46.6544,44127,26,44,27,1,23,37,19,22,REABASTECER
2019-8-22,Trianon-Masp,-23.5634,-46.6544,43949,16,36,17,43,19,31,13,19,NORMAL
2019-10-27,Brigadeiro,-23.5683,-46.6482,48747,10,32,65,13,17,34,37,11,REABASTECER
2019-9-18,Trianon-Masp,-23.5634,-46.6544,45491,17,12,40,33,39,12,27,40,NORMAL
2019-9-26,Trianon-Masp,-23.5634,-46.6544,44903,28,34,42,16,4,31,39,6,REABASTECER
2018-10-5,República,-23.5436,-46.6434,110118,75,37,39,22,26,11,10,12,NORMAL
2018-10-25,República,-23.5436,-46.6434,110646,58,40,16,4,35,26,18,17,REABASTECER
2019-11-12,Trianon-Masp,-23.5634,-46.6544,42133,14,1,51,13,43,29,31,16,REABASTECER
2018-11-19,República,-23.5436,-46.6434,107656,86,34,39,15,26,40,5,13,REABASTECER
2018-12-2,República,-23.5436,-46.6434,107967,31,28,65,24,10,43,26,6,REABASTECER
2018-12-5,República,-23.5436,-46.6434,109445,5,7,41,16,37,38,16,32,NORMAL
2018-2-2,Trianon-Masp,-23.5634,-46.6544,43256,51,65,50,28,11,41,33,43,NORMAL
2018-2-10,Trianon-Masp,-23.5634,-46.6544,44101,54,15,56,12,22,4,41,12,REABASTECER
2019-12-16,Trianon-Masp,-23.5634,-46.6544,43528,32,48,14,30,22,28,13,9,NORMAL
2019-12-22,Trianon-Masp,-23.5634,-46.6544,44428,66,7,38,12,37,11,32,30,REABASTECER
2019-12-28,Trianon-Masp,-23.5634,-46.6544,45094,10,33,65,31,13,37,15,43,NORMAL
2019-1-3,República,-23.5436,-46.6434,109193,86,42,65,3,7,22,32,43,REABASTECER
2019-1-15,República,-23.5436,-46.6434,108312,57,28,58,2,1,21,27,38,REABASTECER
2019-1-18,República,-23.5436,-46.6434,110620,26,17,36,37,39,12,18,22,NORMAL
2019-1-25,República,-23.5436,-46.6434,110625,44,35,52,11,9,28,40,40,NORMAL
2019-2-11,República,-23.5436,-46.6434,110966,68,65,25,43,22,24,21,24,NORMAL
2018-3-23,Trianon-Masp,-23.5634,-46.6544,42606,63,56,20,17,25,5,10,43,REABASTECER
2019-2-15,República,-23.5436,-46.6434,108797,30,39,58,29,8,10,3,6,REABASTECER
2018-4-6,Trianon-Masp,-23.5634,-46.6544,42097,22,50,61,17,25,23,43,34,NORMAL
2019-2-27,República,-23.5436,-46.6434,110755,86,43,34,12,41,18,43,5,REABASTECER
2018-4-11,Trianon-Masp,-23.5634,-46.6544,44366,52,20,27,2,13,11,28,14,NORMAL
2018-4-19,Trianon-Masp,-23.5634,-46.6544,42903,58,38,36,21,23,29,37,25,NORMAL
2018-3-8,Consolação,-23.5581,-46.6606,111813,31,46,65,25,37,10,6,11,NORMAL
2018-3-9,Consolação,-23.5581,-46.6606,114932,23,42,60,20,35,7,43,9,NORMAL
2019-3-26,República,-23.5436,-46.6434,110650,63,47,24,7,12,7,13,19,NORMAL
2018-4-12,Consolação,-23.5581,-46.6606,113013,27,22,35,29,23,35,6,43,NORMAL
2019-4-21,República,-23.5436,-46.6434,108896,65,36,52,5,35,20,34,8,REABASTECER
2018-6-9,Trianon-Masp,-23.5634,-46.6544,42031,76,3,9,31,4,6,36,39,NORMAL
2019-5-7,República,-23.5436,-46.6434,110445,86,21,65,43,28,18,5,31,NORMAL
2018-6-20,Trianon-Masp,-23.5634,-46.6544,43867,64,65,8,5,7,22,30,41,REABASTECER
2018-5-19,Consolação,-23.5581,-46.6606,113867,11,50,27,10,6,11,32,27,REABASTECER
2019-5-26,República,-23.5436,-46.6434,108955,74,46,61,18,31,40,13,43,NORMAL
2019-5-27,República,-23.5436,-46.6434,111010,62,43,54,17,26,35,10,40,NORMAL
2019-5-28,República,-23.5436,-46.6434,108990,49,36,50,16,24,29,8,34,NORMAL
2019-6-5,República,-23.5436,-46.6434,108961,70,54,65,36,37,38,20,3,NORMAL
2018-6-1,Consolação,-23.5581,-46.6606,111869,67,37,65,14,3,19,28,14,NORMAL
2019-6-16,República,-23.5436,-46.6434,108347,33,51,48,43,37,12,12,43,NORMAL
2018-7-30,Trianon-Masp,-23.5634,-46.6544,42426,36,50,35,37,28,28,9,3,REABASTECER
2019-6-23,República,-23.5436,-46.6434,110225,50,6,65,19,10,27,30,14,REABASTECER
2019-6-24,República,-23.5436,-46.6434,109595,40,65,60,13,5,22,25,8,REABASTECER
2018-8-8,Trianon-Masp,-23.5634,-46.6544,44628,48,56,46,5,41,11,16,17,REABASTECER
2018-7-7,Consolação,-23.5581,-46.6606,113684,46,65,65,43,30,39,19,12,NORMAL
2018-8-22,Trianon-Masp,-23.5634,-46.6544,42920,5,56,19,11,32,3,37,43,REABASTECER
2018-8-23,Trianon-Masp,-23.5634,-46.6544,42874,86,50,9,10,27,43,34,37,NORMAL
2018-7-10,Consolação,-23.5581,-46.6606,112205,17,45,39,34,16,26,5,3,REABASTECER
2019-7-17,República,-23.5436,-46.6434,110355,75,60,26,28,43,29,23,4,NORMAL
2018-7-15,Consolação,-23.5581,-46.6606,115061,57,9,4,27,43,3,27,28,REABASTECER
2018-9-5,Trianon-Masp,-23.5634,-46.6544,44401,43,34,47,5,22,16,30,33,NORMAL
2019-8-13,República,-23.5436,-46.6434,109146,69,14,55,19,14,31,41,14,NORMAL
2019-8-18,República,-23.5436,-46.6434,108765,12,52,15,43,37,11,23,36,REABASTECER
2018-9-29,Trianon-Masp,-23.5634,-46.6544,43328,61,10,8,43,7,20,29,13,NORMAL
2018-10-7,Trianon-Masp,-23.5634,-46.6544,43415,61,31,24,29,16,34,33,25,NORMAL
2018-10-9,Trianon-Masp,-23.5634,-46.6544,45602,43,22,10,27,10,30,26,16,NORMAL
2018-10-13,Trianon-Masp,-23.5634,-46.6544,43279,86,65,52,12,38,15,9,43,NORMAL
2018-10-16,Trianon-Masp,-23.5634,-46.6544,42216,59,43,38,9,25,43,43,31,NORMAL
2018-10-25,Trianon-Masp,-23.5634,-46.6544,44095,52,56,54,22,23,20,8,35,NORMAL
2018-9-16,Consolação,-23.5581,-46.6606,113231,77,29,49,29,24,38,6,34,NORMAL
2019-10-9,República,-23.5436,-46.6434,107112,50,65,5,20,40,34,33,43,REABASTECER
2018-10-4,Consolação,-23.5581,-46.6606,112860,86,65,50,10,43,29,14,3,NORMAL
2018-11-24,Trianon-Masp,-23.5634,-46.6544,43155,38,30,51,28,34,22,33,34,NORMAL
2018-12-5,Trianon-Masp,-23.5634,-46.6544,42734,10,27,31,33,36,35,37,35,NORMAL
2019-11-4,República,-23.5436,-46.6434,107698,69,39,38,18,40,13,31,30,NORMAL
2019-11-8,República,-23.5436,-46.6434,108979,30,24,7,9,22,7,12,8,REABASTECER
2018-12-16,Trianon-Masp,-23.5634,-46.6544,42863,86,27,18,10,29,41,34,29,NORMAL
2019-11-9,República,-23.5436,-46.6434,107587,21,15,65,3,17,3,6,4,REABASTECER
2018-12-19,Trianon-Masp,-23.5634,-46.6544,43416,47,12,65,40,14,31,26,19,NORMAL
2018-12-25,Trianon-Masp,-23.5634,-46.6544,44605,78,32,29,16,31,21,5,35,REABASTECER
2018-11-12,Consolação,-23.5581,-46.6606,113962,37,50,4,31,21,13,36,32,REABASTECER
2019-11-24,República,-23.5436,-46.6434,109635,58,65,25,18,5,39,35,26,REABASTECER
2019-1-4,Trianon-Masp,-23.5634,-46.6544,43420,74,52,30,35,38,30,16,5,NORMAL
2019-11-29,República,-23.5436,-46.6434,110074,3,40,53,39,23,21,11,9,NORMAL
2019-12-9,República,-23.5436,-46.6434,107584,5,53,42,8,31,35,16,10,NORMAL
2018-12-2,Consolação,-23.5581,-46.6606,112646,22,61,13,39,28,32,41,43,NORMAL
2018-12-11,Consolação,-23.5581,-46.6606,113727,24,8,17,12,32,5,9,10,REABASTECER
2019-1-26,Trianon-Masp,-23.5634,-46.6544,43642,38,47,5,8,30,20,11,13,REABASTECER
2019-12-21,República,-23.5436,-46.6434,109918,61,36,16,18,32,43,13,6,NORMAL
2018-12-15,Consolação,-23.5581,-46.6606,111875,66,53,46,42,14,32,35,36,NORMAL
2019-2-3,Trianon-Masp,-23.5634,-46.6544,43431,52,3,33,38,10,42,29,26,REABASTECER
2019-2-7,Trianon-Masp,-23.5634,-46.6544,43712,10,52,3,20,35,19,10,15,REABASTECER
2019-2-9,Trianon-Masp,-23.5634,-46.6544,45745,76,34,56,16,31,7,1,10,NORMAL
2018-1-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93088,67,49,48,40,35,39,38,36,NORMAL
2019-1-2,Consolação,-23.5581,-46.6606,115503,78,65,5,27,24,22,11,12,REABASTECER
2019-1-28,Consolação,-23.5581,-46.6606,112720,5,32,31,37,43,8,30,21,REABASTECER
2019-3-20,Trianon-Masp,-23.5634,-46.6544,45736,12,40,33,7,35,12,21,10,NORMAL
2018-2-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90408,43,43,58,27,34,8,27,17,NORMAL
2019-3-26,Trianon-Masp,-23.5634,-46.6544,45352,37,13,59,29,9,32,43,23,NORMAL
2019-2-10,Consolação,-23.5581,-46.6606,113063,78,13,65,40,41,7,16,16,NORMAL
2018-2-22,Higienópolis-Mackenzie,-23.5488,-46.6519,91468,2,10,39,12,21,40,8,43,REABASTECER
2019-2-18,Consolação,-23.5581,-46.6606,114037,86,38,5,20,11,24,26,30,NORMAL
2018-3-9,Higienópolis-Mackenzie,-23.5488,-46.6519,91172,16,37,51,10,39,22,26,21,NORMAL
2019-4-20,Trianon-Masp,-23.5634,-46.6544,44918,66,55,37,29,43,43,27,12,NORMAL
2018-3-16,Higienópolis-Mackenzie,-23.5488,-46.6519,90556,29,57,1,34,7,5,41,33,REABASTECER
2018-3-29,Higienópolis-Mackenzie,-23.5488,-46.6519,92557,64,44,42,37,35,22,28,23,NORMAL
2018-4-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90103,54,48,57,14,43,7,23,28,NORMAL
2019-5-27,Trianon-Masp,-23.5634,-46.6544,45843,69,47,23,39,28,10,14,22,NORMAL
2018-4-23,Higienópolis-Mackenzie,-23.5488,-46.6519,90274,86,23,30,22,21,12,6,9,REABASTECER
2019-6-4,Trianon-Masp,-23.5634,-46.6544,44111,1,63,30,16,43,34,25,34,REABASTECER
2018-5-1,Higienópolis-Mackenzie,-23.5488,-46.6519,89858,86,39,41,38,34,19,5,21,NORMAL
2019-6-12,Trianon-Masp,-23.5634,-46.6544,44396,8,7,43,37,10,13,40,5,REABASTECER
2018-5-8,Higienópolis-Mackenzie,-23.5488,-46.6519,93187,19,60,53,8,5,5,24,32,NORMAL
2018-5-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90967,86,50,38,4,38,41,15,27,REABASTECER
2018-5-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92636,67,33,20,41,30,31,7,22,NORMAL
2019-4-30,Consolação,-23.5581,-46.6606,112696,73,41,31,12,43,17,32,43,NORMAL
2019-5-7,Consolação,-23.5581,-46.6606,113827,86,10,45,27,16,39,43,15,NORMAL
2019-5-20,Consolação,-23.5581,-46.6606,114953,47,59,65,35,43,42,30,13,NORMAL
2019-5-21,Consolação,-23.5581,-46.6606,115272,37,51,60,35,37,37,24,11,NORMAL
2019-5-30,Consolação,-23.5581,-46.6606,112721,30,55,65,19,43,11,27,16,NORMAL
2019-6-7,Consolação,-23.5581,-46.6606,114039,46,18,19,43,17,27,37,28,NORMAL
2019-7-25,Trianon-Masp,-23.5634,-46.6544,45203,22,49,15,33,43,32,40,4,REABASTECER
2018-6-28,Higienópolis-Mackenzie,-23.5488,-46.6519,89779,52,14,24,16,43,43,6,5,REABASTECER
2019-8-8,Trianon-Masp,-23.5634,-46.6544,44867,61,45,55,41,35,38,24,36,NORMAL
2019-7-3,Consolação,-23.5581,-46.6606,114352,38,5,36,34,37,20,17,12,REABASTECER
2018-7-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90511,17,12,18,39,19,31,15,8,NORMAL
2018-7-25,Higienópolis-Mackenzie,-23.5488,-46.6519,91642,31,32,39,28,27,13,33,21,NORMAL
2018-7-29,Higienópolis-Mackenzie,-23.5488,-46.6519,90666,76,8,13,17,18,43,15,7,NORMAL
2019-7-18,Consolação,-23.5581,-46.6606,114248,62,58,4,27,15,17,36,38,REABASTECER
2018-8-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91660,19,42,46,2,38,26,40,31,NORMAL
2018-8-15,Higienópolis-Mackenzie,-23.5488,-46.6519,92875,86,43,37,11,43,32,39,31,NORMAL
2019-8-7,Consolação,-23.5581,-46.6606,113490,34,8,13,8,21,16,43,38,NORMAL
2018-8-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92899,16,63,52,36,11,4,15,4,NORMAL
2018-8-28,Higienópolis-Mackenzie,-23.5488,-46.6519,90000,52,34,11,20,32,25,36,23,NORMAL
2019-8-17,Consolação,-23.5581,-46.6606,115084,30,15,10,13,19,36,41,43,NORMAL
2019-9-24,Trianon-Masp,-23.5634,-46.6544,43829,48,46,59,21,12,39,4,13,REABASTECER
2019-8-28,Consolação,-23.5581,-46.6606,113851,23,65,65,19,20,43,37,43,NORMAL
2019-10-5,Trianon-Masp,-23.5634,-46.6544,42224,21,43,47,19,10,37,11,3,REABASTECER
2019-10-11,Trianon-Masp,-23.5634,-46.6544,44727,48,5,65,43,31,22,26,19,NORMAL
2018-9-19,Higienópolis-Mackenzie,-23.5488,-46.6519,92387,5,36,65,2,35,38,34,25,NORMAL
2019-9-15,Consolação,-23.5581,-46.6606,113753,31,27,17,22,31,43,8,22,NORMAL
2019-11-18,Trianon-Masp,-23.5634,-46.6544,43401,55,30,12,43,19,21,6,35,NORMAL
2019-10-15,Consolação,-23.5581,-46.6606,112807,86,39,61,15,35,33,17,13,NORMAL
2019-11-23,Trianon-Masp,-23.5634,-46.6544,45350,4,57,43,28,37,12,24,15,NORMAL
2018-11-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93150,8,34,13,38,23,29,27,34,REABASTECER
2019-11-26,Trianon-Masp,-23.5634,-46.6544,42517,66,33,21,19,26,1,7,4,NORMAL
2018-11-6,Higienópolis-Mackenzie,-23.5488,-46.6519,89696,66,14,58,27,15,22,15,23,NORMAL
2019-12-4,Trianon-Masp,-23.5634,-46.6544,45280,73,55,41,29,36,25,22,16,NORMAL
2019-10-29,Consolação,-23.5581,-46.6606,112800,12,16,34,11,26,27,43,35,REABASTECER
2019-12-6,Trianon-Masp,-23.5634,-46.6544,44090,49,44,26,22,28,22,13,10,NORMAL
2019-12-17,Trianon-Masp,-23.5634,-46.6544,43582,25,38,8,27,19,24,8,7,NORMAL
2018-11-29,Higienópolis-Mackenzie,-23.5488,-46.6519,92448,23,47,20,43,5,34,12,21,REABASTECER
2019-12-30,Trianon-Masp,-23.5634,-46.6544,43603,77,23,53,30,4,29,9,33,NORMAL
2018-12-26,Higienópolis-Mackenzie,-23.5488,-46.6519,91830,26,65,37,40,18,35,22,40,NORMAL
2018-12-29,Higienópolis-Mackenzie,-23.5488,-46.6519,92962,86,45,16,32,4,20,8,29,REABASTECER
2018-1-20,Consolação,-23.5581,-46.6606,112773,77,65,52,22,7,36,43,12,NORMAL
2019-1-3,Higienópolis-Mackenzie,-23.5488,-46.6519,91102,52,18,49,14,29,5,35,10,REABASTECER
2019-12-27,Consolação,-23.5581,-46.6606,114307,52,54,33,16,14,7,33,26,NORMAL
2019-12-28,Consolação,-23.5581,-46.6606,113624,42,49,25,15,11,7,30,20,NORMAL
2019-1-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91826,34,20,46,22,25,19,39,5,NORMAL
2018-1-1,Tamanduateí,-23.59290,-46.5897,52102,86,65,65,43,43,43,43,43,NORMAL
2019-1-19,Higienópolis-Mackenzie,-23.5488,-46.6519,90422,69,61,10,43,43,8,22,26,NORMAL
2018-2-12,Consolação,-23.5581,-46.6606,113499,35,58,39,18,8,43,36,17,NORMAL
2018-2-28,Consolação,-23.5581,-46.6606,114922,43,33,61,10,33,38,9,41,NORMAL
2018-1-25,Tamanduateí,-23.59290,-46.5897,52470,36,40,41,27,36,43,13,33,NORMAL
2019-2-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90813,15,65,65,14,37,24,20,34,NORMAL
2018-3-10,Consolação,-23.5581,-46.6606,115378,13,35,52,14,31,3,39,7,NORMAL
2019-2-23,Higienópolis-Mackenzie,-23.5488,-46.6519,91471,79,40,47,6,26,16,10,35,NORMAL
2018-3-14,Consolação,-23.5581,-46.6606,114839,64,5,21,39,15,33,25,35,REABASTECER
2018-2-14,Tamanduateí,-23.59290,-46.5897,53197,26,7,39,5,43,24,22,43,NORMAL
2019-3-1,Higienópolis-Mackenzie,-23.5488,-46.6519,92406,86,45,59,19,41,31,15,43,NORMAL
2018-3-29,Consolação,-23.5581,-46.6606,111681,73,42,56,34,40,32,13,9,NORMAL
2018-2-25,Tamanduateí,-23.59290,-46.5897,49817,9,12,21,15,43,40,20,43,REABASTECER
2018-4-1,Consolação,-23.5581,-46.6606,115544,50,28,40,26,29,30,6,43,NORMAL
2019-3-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91593,44,14,39,33,23,34,15,34,NORMAL
2019-3-16,Higienópolis-Mackenzie,-23.5488,-46.6519,91944,26,5,31,22,15,29,10,22,NORMAL
2018-4-8,Consolação,-23.5581,-46.6606,112917,69,46,61,1,39,11,17,18,REABASTECER
2018-3-15,Tamanduateí,-23.59290,-46.5897,52544,74,21,18,31,43,30,23,43,NORMAL
2019-4-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90900,45,50,65,13,18,5,43,15,REABASTECER
2018-4-16,Tamanduateí,-23.59290,-46.5897,52812,42,30,65,40,14,12,32,2,REABASTECER
2018-4-17,Tamanduateí,-23.59290,-46.5897,50528,33,26,60,39,9,10,28,43,NORMAL
2018-5-13,Consolação,-23.5581,-46.6606,112370,73,13,6,27,24,24,10,11,REABASTECER
2019-5-6,Higienópolis-Mackenzie,-23.5488,-46.6519,91361,42,16,17,11,31,20,31,22,NORMAL
2019-5-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92473,29,13,9,10,26,19,28,16,REABASTECER
2018-4-22,Tamanduateí,-23.59290,-46.5897,53133,73,65,28,30,30,32,9,27,NORMAL
2019-5-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92977,52,45,34,27,43,43,8,33,NORMAL
2018-5-5,Tamanduateí,-23.59290,-46.5897,51575,37,10,19,38,17,3,43,21,NORMAL
2018-5-7,Tamanduateí,-23.59290,-46.5897,51865,16,65,8,27,8,39,35,12,REABASTECER
2019-5-26,Higienópolis-Mackenzie,-23.5488,-46.6519,90178,12,32,11,36,35,34,37,25,NORMAL
2018-5-13,Tamanduateí,-23.59290,-46.5897,51213,45,24,32,4,24,23,4,29,NORMAL
2019-6-6,Higienópolis-Mackenzie,-23.5488,-46.6519,90571,3,24,65,10,29,37,40,25,NORMAL
2018-5-22,Tamanduateí,-23.59290,-46.5897,52751,59,35,32,19,32,41,10,36,NORMAL
2018-6-18,Consolação,-23.5581,-46.6606,113949,65,65,16,15,26,16,8,4,REABASTECER
2019-6-15,Higienópolis-Mackenzie,-23.5488,-46.6519,91557,86,30,65,37,38,43,43,29,NORMAL
2019-6-16,Higienópolis-Mackenzie,-23.5488,-46.6519,93099,74,24,60,31,35,38,38,26,NORMAL
2018-6-1,Tamanduateí,-23.59290,-46.5897,51299,61,50,27,32,39,18,18,8,NORMAL
2019-7-5,Higienópolis-Mackenzie,-23.5488,-46.6519,92601,64,42,55,8,37,29,37,41,NORMAL
2018-6-22,Tamanduateí,-23.59290,-46.5897,50776,35,3,8,20,39,43,15,5,NORMAL
2018-7-28,Consolação,-23.5581,-46.6606,114588,18,65,49,37,41,16,20,13,NORMAL
2018-7-11,Tamanduateí,-23.59290,-46.5897,49846,86,2,13,10,4,11,10,12,NORMAL
2018-8-11,Consolação,-23.5581,-46.6606,112923,71,53,38,4,38,20,4,13,NORMAL
2019-8-8,Higienópolis-Mackenzie,-23.5488,-46.6519,90765,73,61,12,23,43,28,26,12,NORMAL
2018-7-30,Tamanduateí,-23.59290,-46.5897,50062,54,13,5,38,5,43,15,21,REABASTECER
2018-8-24,Consolação,-23.5581,-46.6606,113624,33,19,14,12,27,20,5,40,REABASTECER
2019-8-19,Higienópolis-Mackenzie,-23.5488,-46.6519,89831,59,15,8,39,36,34,22,7,REABASTECER
2018-8-7,Tamanduateí,-23.59290,-46.5897,51566,77,30,12,11,16,24,27,37,NORMAL
2019-8-25,Higienópolis-Mackenzie,-23.5488,-46.6519,92392,86,45,27,28,9,15,43,26,NORMAL
2018-9-1,Consolação,-23.5581,-46.6606,115157,50,57,30,26,43,43,20,10,NORMAL
2018-8-13,Tamanduateí,-23.59290,-46.5897,53039,4,57,36,36,33,43,43,14,REABASTECER
2018-8-29,Tamanduateí,-23.59290,-46.5897,51753,20,42,53,26,9,38,23,34,NORMAL
2018-8-30,Tamanduateí,-23.59290,-46.5897,50321,11,33,46,23,5,37,17,32,REABASTECER
2018-9-24,Consolação,-23.5581,-46.6606,111606,4,55,54,43,40,22,7,38,NORMAL
2019-9-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90014,61,53,8,21,37,17,13,40,REABASTECER
2019-9-29,Higienópolis-Mackenzie,-23.5488,-46.6519,93025,15,25,35,10,18,9,37,28,NORMAL
2018-10-6,Consolação,-23.5581,-46.6606,113842,62,57,36,43,35,22,6,40,REABASTECER
2019-10-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91015,60,47,65,43,43,33,21,8,NORMAL
2018-10-16,Consolação,-23.5581,-46.6606,112897,44,60,42,13,39,43,14,43,NORMAL
2018-9-29,Tamanduateí,-23.59290,-46.5897,50348,73,8,32,7,16,28,24,4,REABASTECER
2018-10-5,Tamanduateí,-23.59290,-46.5897,50304,5,40,58,35,37,6,43,27,REABASTECER
2018-10-27,Consolação,-23.5581,-46.6606,113228,10,65,34,31,41,9,10,3,NORMAL
2018-10-7,Tamanduateí,-23.59290,-46.5897,53360,76,29,41,29,30,41,36,21,NORMAL
2018-11-3,Consolação,-23.5581,-46.6606,112959,33,44,65,14,17,34,29,26,NORMAL
2019-10-30,Higienópolis-Mackenzie,-23.5488,-46.6519,91209,63,31,18,13,22,7,4,28,REABASTECER
2019-11-1,Higienópolis-Mackenzie,-23.5488,-46.6519,90544,54,29,8,9,20,5,43,23,REABASTECER
2018-11-9,Consolação,-23.5581,-46.6606,115115,67,6,28,38,37,19,5,3,REABASTECER
2018-10-21,Tamanduateí,-23.59290,-46.5897,50399,27,11,11,43,14,36,20,17,NORMAL
2018-10-24,Tamanduateí,-23.59290,-46.5897,52749,86,63,58,33,4,26,7,6,REABASTECER
2018-11-16,Consolação,-23.5581,-46.6606,115249,86,24,49,13,9,7,20,18,NORMAL
2018-11-20,Tamanduateí,-23.59290,-46.5897,50545,7,47,65,31,31,43,33,28,NORMAL
2018-12-17,Consolação,-23.5581,-46.6606,113119,44,39,33,36,3,20,24,28,REABASTECER
